From To DistanceTotal[km] DistanceInside[km] DistanceOutside[km] Duration[s]
C188 C73 43.603 7.068 36.535 00:24:10
C188 C74 17.285 0 17.285 00:11:18
C188 C75 23.518 2.612 20.906 00:15:13
C188 C76 21.132 0 21.132 00:12:56
C188 C77 12.181 0 12.181 00:08:07
C188 C78 21.784 0 21.784 00:13:42
C188 C79 38.008 2.225 35.783 00:23:07
C188 C80 28.542 2.225 26.317 00:16:19
C188 C81 10.549 0 10.549 00:07:18
C188 C82 30.729 2.225 28.504 00:17:54
C188 C83 3.502 0 3.502 00:04:12
C188 C84 23.097 4.35 18.747 00:13:57
C188 C85 20.172 0 20.172 00:11:41
C188 C86 57.608 13.282 44.326 00:30:11
C188 C87 27.692 6.786 20.906 00:17:37
C188 C88 42.72 2.225 40.495 00:25:24
C188 C89 29.505 2.225 27.28 00:20:05
C188 C90 25.433 7.211 18.222 00:16:39
C188 C91 10.577 0 10.577 00:06:53
C188 C92 10.408 0 10.408 00:06:53
C188 C93 25.035 2.659 22.376 00:16:15
C188 C94 13.47 0 13.47 00:09:08
C188 C95 43.529 2.225 41.304 00:23:48
C188 C96 23.468 5.246 18.222 00:14:56
C188 C97 27.931 3.451 24.48 00:19:52
C188 C98 21.792 0 21.792 00:13:19
C188 C99 2.295 0 2.295 00:02:06
C188 C100 22.091 3.869 18.222 00:14:07
C188 C101 25.477 4.571 20.906 00:16:30
C188 C102 9.493 0 9.493 00:06:21
C188 C103 41.033 12.248 28.785 00:25:39
C188 C104 24.897 6.675 18.222 00:16:20
C188 C105 36.887 2.225 34.662 00:21:55
C188 C106 28.218 7.312 20.906 00:18:02
C188 C107 27.541 9.319 18.222 00:17:23
C188 C108 24.278 7.148 17.13 00:15:33
C188 C109 31.554 2.225 29.329 00:18:30
C188 C110 44.732 13.021 31.711 00:23:42
C188 C111 36.15 2.225 33.925 00:20:36
C188 C112 20.477 2.255 18.222 00:13:24
C188 C113 20.477 2.255 18.222 00:13:24
C188 C114 26.67 7.117 19.553 00:16:24
C188 C115 34.04 8.584 25.456 00:21:37
C188 C116 43.33 8.672 34.658 00:23:31
C188 C117 31.511 14.097 17.414 00:19:47
C188 C118 22.007 0 22.007 00:13:27
C188 C119 34.32 12.248 22.072 00:22:11
C188 C120 38.506 15.072 23.434 00:24:00
C188 C121 8.545 0 8.545 00:06:03
C188 C122 26.61 2.225 24.385 00:15:13
C188 C123 35.084 2.225 32.859 00:20:45
C188 C124 11.358 0 11.358 00:07:40
C188 C125 15.741 0 15.741 00:10:40
C188 C126 27.21 2.225 24.985 00:17:58
C188 C127 9.696 0 9.696 00:06:52
C188 C128 44.97 2.225 42.745 00:25:55
C188 C129 21.196 0 21.196 00:12:59
C188 C130 46.027 12.248 33.779 00:28:39
C188 C131 34.177 0 34.177 00:21:02
C188 C132 40.269 2.225 38.044 00:22:36
C188 C133 22.79 0 22.79 00:14:24
C188 C134 31.102 2.225 28.877 00:18:48
C188 C135 34.32 12.248 22.072 00:22:11
C188 C136 22.492 0 22.492 00:14:01
C188 C137 25.869 2.225 23.644 00:14:46
C188 C138 32.665 15.251 17.414 00:20:27
C188 C139 35.367 15.055 20.312 00:22:04
C188 C140 30.833 12.611 18.222 00:19:21
C188 C141 28.609 10.387 18.222 00:18:01
C188 C142 33.942 0 33.942 00:29:57
C188 C143 59.177 13.282 45.895 00:31:17
C188 C144 25.88 0 25.88 00:17:24
C188 C145 28.02 12.336 15.684 00:17:19
C188 C146 40.499 15.055 25.444 00:25:33
C188 C147 34.551 0 34.551 00:21:32
C188 C148 22.741 5.611 17.13 00:15:14
C188 C149 24.704 0 24.704 00:15:05
C188 C150 21.943 0 21.943 00:14:41
C188 C151 22.896 5.482 17.414 00:15:10
C188 C152 64.47 13.282 51.188 00:34:44
C188 C153 45.182 2.225 42.957 00:25:16
C188 C154 19.398 1.176 18.222 00:12:30
C188 C155 24.189 3.283 20.906 00:15:31
C188 C156 33.402 15.988 17.414 00:20:54
C188 C157 24.802 7.388 17.414 00:16:02
C188 C158 12.212 0 12.212 00:08:45
C188 C159 30.983 2.225 28.758 00:18:52
C188 C160 30.42 12.198 18.222 00:19:11
C188 C161 13.874 0 13.874 00:09:08
C188 C162 24.972 4.066 20.906 00:15:55
C188 C163 37.142 2.225 34.917 00:21:53
C188 C164 23.066 2.225 20.841 00:13:54
C188 C165 39.806 2.225 37.581 00:23:40
C188 C166 24.861 6.639 18.222 00:15:50
C188 C167 45.759 13.282 32.477 00:24:36
C188 C168 49.296 8.672 40.624 00:27:18
C188 C169 55.804 13.282 42.522 00:29:55
C188 C170 14.454 0 14.454 00:12:45
C188 C171 47.224 8.672 38.552 00:26:03
C188 C172 7.974 0 7.974 00:07:49
C188 C173 25.987 2.225 23.762 00:15:13
C188 C174 24.659 6.437 18.222 00:15:39
C188 C175 26.397 8.175 18.222 00:17:01
C188 C176 25.12 7.706 17.414 00:15:59
C188 C177 32.91 15.496 17.414 00:20:45
C188 C178 59.723 13.282 46.441 00:31:27
C188 C179 28.6 10.378 18.222 00:18:01
C188 C180 39.917 2.225 37.692 00:21:54
C188 C181 24.001 0 24.001 00:14:46
C188 C182 26.374 2.225 24.149 00:15:40
C188 C183 32.18 0 32.18 00:20:24
C188 C184 25.611 0 25.611 00:15:56
C188 C185 33.456 2.225 31.231 00:19:19
C188 C186 37.362 2.225 35.137 00:25:47
C188 C187 19.494 0 19.494 00:11:57
C188 C188 0 0 0 00:00:00
C188 C189 44.526 12.248 32.278 00:28:02
C188 C190 28.191 3.711 24.48 00:19:29
C188 C191 30.044 5.564 24.48 00:19:55
C188 C192 23.062 4.84 18.222 00:15:07
C189 D0 31.704 9.104 22.6 00:16:58
C189 C1 23.16 8.787 14.373 00:14:38
C189 C2 44.224 12.845 31.379 00:22:18
C189 C3 18.866 4.293 14.573 00:11:51
C189 C4 24.385 7.574 16.811 00:13:39
C189 C5 21.965 7.592 14.373 00:13:46
C189 C6 20.138 5.765 14.373 00:12:31
C189 C7 30.71 16.337 14.373 00:18:51
C189 C8 35.769 12 23.769 00:22:15
C189 C9 35.283 9.104 26.179 00:19:52
C189 C10 20.196 5.823 14.373 00:12:39
C189 C11 54.519 9.104 45.415 00:27:35
C189 C12 23.238 9.469 13.769 00:14:32
C189 C13 46.952 12.804 34.148 00:29:52
C189 C14 11.088 0 11.088 00:07:34
C189 C15 36.289 12.804 23.485 00:22:43
C189 C16 49.85 9.104 40.746 00:27:10
C189 C17 32.245 9.104 23.141 00:17:00
C189 C18 27.194 12.821 14.373 00:17:09
C189 C19 8.54 0 8.54 00:05:53
C189 C20 38.19 9.104 29.086 00:20:40
C189 C21 36.286 9.104 27.182 00:18:43
C189 C22 25.458 0 25.458 00:16:07
C189 C23 25.692 5.195 20.497 00:14:09
C189 C24 23.331 0 23.331 00:12:36
C189 C25 28.049 11.238 16.811 00:15:34
C189 C26 12.456 0 12.456 00:07:28
C189 C27 23.935 9.562 14.373 00:15:03
C189 C28 54.704 9.104 45.6 00:30:25
C189 C29 38.166 12.804 25.362 00:23:20
C189 C30 17.744 3.975 13.769 00:11:13
C189 C31 42.231 9.104 33.127 00:22:40
C189 C32 17.76 0 17.76 00:11:09
C189 C33 22.661 2.517 20.144 00:12:47
C189 C34 13.156 0 13.156 00:07:34
C189 C35 28.343 11.71 16.633 00:17:48
C189 C36 24.025 7.214 16.811 00:13:09
C189 C37 26.961 0 26.961 00:17:01
C189 C38 31.067 13.794 17.273 00:19:31
C189 C39 26.406 9.595 16.811 00:13:52
C189 C40 36.266 9.104 27.162 00:18:33
C189 C41 38.695 12.804 25.891 00:23:39
C189 C42 47.295 9.104 38.191 00:26:25
C189 C43 29.313 0 29.313 00:16:48
C189 C44 39.727 9.104 30.623 00:21:35
C189 C45 14.08 0 14.08 00:09:00
C189 C46 28.324 13.951 14.373 00:17:52
C189 C47 39.248 9.104 30.144 00:21:18
C189 C48 24.058 9.685 14.373 00:14:59
C189 C49 16.785 0 16.785 00:09:13
C189 C50 28.385 9.185 19.2 00:16:06
C189 C51 19.828 5.455 14.373 00:12:20
C189 C52 30.911 9.104 21.807 00:16:47
C189 C53 17.465 3.092 14.373 00:10:54
C189 C54 29.202 12 17.202 00:18:21
C189 C55 23.347 8.974 14.373 00:14:26
C189 C56 12.798 0 12.798 00:07:19
C189 C57 14.231 0 14.231 00:07:58
C189 C58 16.059 1.624 14.435 00:10:07
C189 C59 29.022 9.104 19.918 00:15:21
C189 C60 12.138 0 12.138 00:06:57
C189 C61 36.07 12.471 23.599 00:22:24
C189 C62 32.766 12.471 20.295 00:20:21
C189 C63 18.281 0 18.281 00:10:10
C189 C64 45.949 9.104 36.845 00:23:59
C189 C65 21.683 7.31 14.373 00:13:27
C189 C66 52.611 9.104 43.507 00:26:56
C189 C67 11.148 0 11.148 00:07:31
C189 C68 36.679 9.104 27.575 00:19:58
C189 C69 43.04 9.104 33.936 00:21:57
C189 C70 27.927 0 27.927 00:15:47
C189 C71 52.933 9.104 43.829 00:27:01
C189 C72 45.174 12.471 32.703 00:28:09
C189 C73 25.426 0 25.426 00:16:12
C189 C74 30.206 10.041 20.165 00:18:34
C189 C75 24.085 9.712 14.373 00:15:04
C189 C76 39.982 9.104 30.878 00:20:41
C189 C77 33.302 12.804 20.498 00:20:25
C189 C78 42.599 9.104 33.495 00:22:56
C189 C79 46.772 9.202 37.57 00:25:44
C189 C80 30.054 9.104 20.95 00:15:57
C189 C81 38.421 12.804 25.617 00:23:39
C189 C82 27.433 9.184 18.249 00:15:09
C189 C83 42.03 12.804 29.226 00:25:53
C189 C84 35.669 9.929 25.74 00:18:37
C189 C85 45.768 10.046 35.722 00:23:53
C189 C86 11.328 0 11.328 00:06:27
C189 C87 26.773 13.004 13.769 00:16:34
C189 C88 33.385 0 33.385 00:18:23
C189 C89 37.348 9.104 28.244 00:22:50
C189 C90 23.75 9.377 14.373 00:14:55
C189 C91 46.555 12.471 34.084 00:28:35
C189 C92 40.933 12.804 28.129 00:24:49
C189 C93 22.177 7.804 14.373 00:13:44
C189 C94 32.405 12.471 19.934 00:20:26
C189 C95 54.006 9.104 44.902 00:27:24
C189 C96 25.985 11.612 14.373 00:16:01
C189 C97 28.017 14.551 13.466 00:18:48
C189 C98 44.952 9.104 35.848 00:23:46
C189 C99 47.904 12.804 35.1 00:29:52
C189 C100 23.377 9.004 14.373 00:14:27
C189 C101 27.303 13.534 13.769 00:17:03
C189 C102 46.6 12.471 34.129 00:28:44
C189 C103 4.149 0 4.149 00:02:57
C189 C104 24.669 10.296 14.373 00:15:46
C189 C105 43.928 9.202 34.726 00:23:29
C189 C106 22.608 9.142 13.466 00:14:10
C189 C107 17.651 3.278 14.373 00:11:01
C189 C108 27.934 13.561 14.373 00:17:12
C189 C109 28.602 9.185 19.417 00:15:45
C189 C110 15.829 2.09 13.739 00:09:32
C189 C111 26.667 5.195 21.472 00:14:59
C189 C112 24.877 10.504 14.373 00:15:37
C189 C113 24.877 10.504 14.373 00:15:37
C189 C114 31.323 12.637 18.686 00:17:59
C189 C115 21.528 0 21.528 00:11:37
C189 C116 22.206 2.517 19.689 00:12:31
C189 C117 15.168 1.702 13.466 00:09:33
C189 C118 39.127 9.104 30.023 00:20:11
C189 C119 14.388 0 14.388 00:09:50
C189 C120 12.179 0 12.179 00:07:22
C189 C121 52.059 12.804 39.255 00:31:40
C189 C122 33.085 9.104 23.981 00:17:05
C189 C123 37.075 9.104 27.971 00:20:27
C189 C124 33.239 12.804 20.435 00:20:22
C189 C125 32.564 10.041 22.523 00:20:21
C189 C126 33.685 9.104 24.581 00:19:49
C189 C127 36.853 12.471 24.382 00:22:46
C189 C128 35.697 0 35.697 00:18:55
C189 C129 40.087 9.104 30.983 00:20:28
C189 C130 1.519 0 1.519 00:01:19
C189 C131 55.236 9.104 46.132 00:28:50
C189 C132 37.374 9.202 28.172 00:19:53
C189 C133 41.618 9.104 32.514 00:22:12
C189 C134 37.242 9.104 28.138 00:20:19
C189 C135 14.388 0 14.388 00:09:50
C189 C136 50.059 9.104 40.955 00:26:42
C189 C137 32.478 9.104 23.374 00:16:43
C189 C138 15.079 0.944 14.135 00:09:26
C189 C139 14.282 0 14.282 00:08:57
C189 C140 20.992 5.294 15.698 00:13:03
C189 C141 19.715 4.017 15.698 00:12:18
C189 C142 53.701 9.104 44.597 00:38:05
C189 C143 12.897 0 12.897 00:07:32
C189 C144 34.35 0 34.35 00:18:57
C189 C145 23.754 7.902 15.852 00:14:41
C189 C146 7.259 0 7.259 00:04:41
C189 C147 24.197 0 24.197 00:13:24
C189 C148 28.81 12.321 16.489 00:18:41
C189 C149 39.183 9.104 30.079 00:20:53
C189 C150 31.629 15.801 15.828 00:19:29
C189 C151 22.356 7.983 14.373 00:14:20
C189 C152 18.19 0 18.19 00:11:00
C189 C153 51.381 9.104 42.277 00:28:47
C189 C154 26.162 11.789 14.373 00:16:08
C189 C155 26.067 12.298 13.769 00:16:09
C189 C156 14.135 0 14.135 00:08:52
C189 C157 19.805 5.432 14.373 00:12:24
C189 C158 33.122 12.804 20.318 00:20:40
C189 C159 36.01 9.104 26.906 00:19:56
C189 C160 19.495 3.797 15.698 00:12:20
C189 C161 31.796 12.804 18.992 00:19:30
C189 C162 22.881 8.508 14.373 00:14:09
C189 C163 47.619 9.104 38.515 00:25:29
C189 C164 37.588 9.104 28.484 00:19:15
C189 C165 42.065 9.104 32.961 00:23:43
C189 C166 20.746 6.373 14.373 00:12:56
C189 C167 16.72 2.317 14.403 00:09:59
C189 C168 18.864 0 18.864 00:11:59
C189 C169 10.124 0 10.124 00:06:05
C189 C170 40.632 12.804 27.828 00:27:32
C189 C171 16.897 0 16.897 00:10:58
C189 C172 40.495 12.804 27.691 00:27:17
C189 C173 32.596 9.104 23.492 00:17:09
C189 C174 24.496 10.123 14.373 00:15:08
C189 C175 20.305 5.932 14.373 00:12:52
C189 C176 22.733 8.36 14.373 00:14:07
C189 C177 15.624 1.189 14.435 00:09:54
C189 C178 13.443 0 13.443 00:07:43
C189 C179 16.024 1.651 14.373 00:10:03
C189 C180 50.394 9.104 41.29 00:25:30
C189 C181 49.682 9.104 40.578 00:26:20
C189 C182 36.311 9.104 27.207 00:19:00
C189 C183 27.816 0 27.816 00:14:58
C189 C184 50.217 9.104 41.113 00:27:15
C189 C185 37.455 9.104 28.351 00:20:14
C189 C186 35.315 9.185 26.13 00:23:48
C189 C187 45.175 9.104 36.071 00:23:30
C189 C188 45.141 12.804 32.337 00:28:03
C189 C189 0 0 0 00:00:00
C189 C190 28.892 15.426 13.466 00:18:47
C189 C191 26.207 12.741 13.466 00:16:40
C189 C192 22.613 8.24 14.373 00:14:05
C190 D0 30.725 24.576 6.149 00:19:10
C190 C1 7.809 7.809 0 00:06:10
C190 C2 30.833 11.127 19.706 00:18:43
C190 C3 21.087 20.517 0.57 00:13:41
C190 C4 23.206 23.206 0 00:15:21
C190 C5 11.604 11.604 0 00:08:06
C190 C6 15.445 15.445 0 00:10:15
C190 C7 24.119 11.887 12.232 00:15:27
C190 C8 26.317 8.902 17.415 00:17:08
C190 C9 34.349 24.576 9.773 00:22:16
C190 C10 11.057 11.057 0 00:07:43
C190 C11 50.081 25.62 24.461 00:28:45
C190 C12 6.622 6.622 0 00:05:07
C190 C13 28.558 3.736 24.822 00:20:04
C190 C14 19.819 15.548 4.271 00:13:21
C190 C15 17.918 3.736 14.182 00:12:37
C190 C16 45.412 25.62 19.792 00:28:20
C190 C17 25.565 24.069 1.496 00:16:25
C190 C18 20.528 20.528 0 00:13:18
C190 C19 22.338 15.642 6.696 00:15:00
C190 C20 37.211 24.576 12.635 00:23:15
C190 C21 28.567 25.62 2.947 00:18:34
C190 C22 32.912 25.414 7.498 00:20:44
C190 C23 28.74 25.527 3.213 00:18:14
C190 C24 15.678 5.415 10.263 00:10:57
C190 C25 21.096 21.096 0 00:13:46
C190 C26 38.736 21.461 17.275 00:23:03
C190 C27 8.674 8.674 0 00:06:30
C190 C28 50.266 25.62 24.646 00:31:34
C190 C29 13.638 3.736 9.902 00:09:14
C190 C30 12.073 12.073 0 00:08:22
C190 C31 36.474 25.62 10.854 00:23:41
C190 C32 12.69 10.218 2.472 00:09:25
C190 C33 28.54 20.866 7.674 00:17:42
C190 C34 37.927 21.461 16.466 00:23:17
C190 C35 11.162 8.902 2.26 00:08:02
C190 C36 24.599 24.599 0 00:15:45
C190 C37 34.857 22.54 12.317 00:21:54
C190 C38 6.448 3.736 2.712 00:04:55
C190 C39 25.867 25.867 0 00:16:36
C190 C40 29.079 25.62 3.459 00:18:43
C190 C41 23.344 3.736 19.608 00:15:03
C190 C42 44.996 25.62 19.376 00:28:25
C190 C43 9.494 5.415 4.079 00:07:35
C190 C44 38.748 24.576 14.172 00:24:10
C190 C45 31.441 21.522 9.919 00:20:00
C190 C46 22.452 22.452 0 00:14:54
C190 C47 38.269 24.576 13.693 00:23:53
C190 C48 14.09 14.09 0 00:09:34
C190 C49 19.51 10.218 9.292 00:13:19
C190 C50 27.398 24.478 2.92 00:18:35
C190 C51 15.135 15.135 0 00:10:05
C190 C52 30.271 24.576 5.695 00:19:01
C190 C53 13.424 13.424 0 00:09:01
C190 C54 20.49 8.902 11.588 00:13:35
C190 C55 9.946 9.946 0 00:06:57
C190 C56 37.866 21.461 16.405 00:22:32
C190 C57 35.603 21.461 14.142 00:21:59
C190 C58 14.251 11.064 3.187 00:10:14
C190 C59 28.233 21.572 6.661 00:18:07
C190 C60 37.206 21.461 15.745 00:22:10
C190 C61 24.409 8.902 15.507 00:15:44
C190 C62 22 8.902 13.098 00:14:28
C190 C63 30.598 21.522 9.076 00:19:21
C190 C64 34.333 17.294 17.039 00:21:35
C190 C65 16.279 16.279 0 00:10:45
C190 C66 48.173 25.62 22.553 00:28:05
C190 C67 31.765 15.548 16.217 00:20:02
C190 C68 35.7 24.576 11.124 00:22:33
C190 C69 38.142 25.62 12.522 00:23:28
C190 C70 38.292 20.866 17.426 00:22:15
C190 C71 48.495 25.62 22.875 00:28:11
C190 C72 34.951 8.902 26.049 00:22:21
C190 C73 33.292 25.414 7.878 00:21:04
C190 C74 13.291 8.902 4.389 00:08:58
C190 C75 7.714 7.714 0 00:05:47
C190 C76 32.915 25.62 7.295 00:20:56
C190 C77 19.762 8.902 10.86 00:12:53
C190 C78 37.39 25.62 11.77 00:24:11
C190 C79 45.749 24.576 21.173 00:27:39
C190 C80 28.297 25.552 2.745 00:18:24
C190 C81 18.959 3.736 15.223 00:13:26
C190 C82 24.791 24.079 0.712 00:16:26
C190 C83 26.331 3.736 22.595 00:16:49
C190 C84 24.896 24.896 0 00:16:07
C190 C85 33.406 17.294 16.112 00:21:02
C190 C86 36.396 21.461 14.935 00:21:39
C190 C87 2.91 2.91 0 00:02:47
C190 C88 35.06 25.223 9.837 00:22:49
C190 C89 35.544 25.62 9.924 00:24:51
C190 C90 18.034 18.034 0 00:12:03
C190 C91 36.332 8.902 27.43 00:22:47
C190 C92 23.723 3.736 19.987 00:15:10
C190 C93 10.082 10.082 0 00:07:23
C190 C94 20.28 8.902 11.378 00:13:41
C190 C95 49.568 25.62 23.948 00:28:34
C190 C96 19.781 19.781 0 00:13:03
C190 C97 2.988 2.988 0 00:04:17
C190 C98 39.363 25.62 13.743 00:24:48
C190 C99 32.029 3.736 28.293 00:20:44
C190 C100 15.026 15.026 0 00:10:00
C190 C101 6.258 6.258 0 00:04:59
C190 C102 35.613 8.902 26.711 00:22:30
C190 C103 25.711 15.548 10.163 00:16:35
C190 C104 18.797 18.797 0 00:12:48
C190 C105 42.905 24.576 18.329 00:25:24
C190 C106 6.565 6.565 0 00:05:12
C190 C107 14.015 14.015 0 00:09:23
C190 C108 22.062 22.062 0 00:14:14
C190 C109 27.615 24.478 3.137 00:18:15
C190 C110 24.05 22.017 2.033 00:15:24
C190 C111 29.715 25.527 4.188 00:19:03
C190 C112 17.152 17.152 0 00:11:39
C190 C113 17.152 17.152 0 00:11:39
C190 C114 24.412 24.412 0 00:16:13
C190 C115 14.001 10.218 3.783 00:10:15
C190 C116 28.085 20.866 7.219 00:17:25
C190 C117 14.684 14.684 0 00:09:49
C190 C118 32.06 25.62 6.44 00:20:25
C190 C119 18.998 15.548 3.45 00:13:06
C190 C120 18.979 10.218 8.761 00:12:58
C190 C121 35.797 3.736 32.061 00:22:59
C190 C122 30.452 25.721 4.731 00:19:27
C190 C123 36.096 24.576 11.52 00:23:01
C190 C124 20.611 8.902 11.709 00:13:21
C190 C125 13.747 3.736 10.011 00:09:46
C190 C126 31.052 25.721 5.331 00:22:12
C190 C127 25.192 8.902 16.29 00:16:06
C190 C128 37.31 25.223 12.087 00:23:20
C190 C129 30.978 27.192 3.786 00:19:46
C190 C130 30.705 15.548 15.157 00:19:34
C190 C131 50.798 25.62 25.178 00:30:00
C190 C132 36.351 24.576 11.775 00:21:48
C190 C133 36.409 25.62 10.789 00:23:27
C190 C134 36.263 24.576 11.687 00:22:53
C190 C135 18.998 15.548 3.45 00:13:06
C190 C136 43.193 17.294 25.899 00:27:10
C190 C137 28.087 25.721 2.366 00:18:02
C190 C138 15.838 15.838 0 00:10:29
C190 C139 16.494 10.218 6.276 00:11:29
C190 C140 20.103 20.103 0 00:13:03
C190 C141 17.574 17.574 0 00:11:31
C190 C142 49.263 25.62 23.643 00:39:15
C190 C143 37.965 21.461 16.504 00:22:45
C190 C144 10.862 3.736 7.126 00:08:05
C190 C145 20.321 20.321 0 00:13:11
C190 C146 23.672 15.642 8.03 00:15:35
C190 C147 13.247 5.415 7.832 00:09:30
C190 C148 23.821 23.821 0 00:15:50
C190 C149 34.285 25.62 8.665 00:22:25
C190 C150 6.098 3.736 2.362 00:04:42
C190 C151 13.299 13.299 0 00:09:27
C190 C152 43.258 21.461 21.797 00:26:12
C190 C153 51.221 25.62 25.601 00:30:01
C190 C154 17.498 17.498 0 00:11:29
C190 C155 6.919 6.919 0 00:05:13
C190 C156 16.63 16.63 0 00:10:57
C190 C157 12.816 12.816 0 00:08:46
C190 C158 18.156 3.736 14.42 00:12:19
C190 C159 35.323 24.576 10.747 00:22:29
C190 C160 19.341 19.341 0 00:12:39
C190 C161 18.231 8.902 9.329 00:11:58
C190 C162 7.816 7.816 0 00:05:39
C190 C163 43.181 25.62 17.561 00:26:39
C190 C164 30.521 25.62 4.901 00:19:29
C190 C165 41.086 24.576 16.51 00:26:17
C190 C166 14.707 14.707 0 00:09:52
C190 C167 24.547 21.461 3.086 00:16:04
C190 C168 31.839 21.522 10.317 00:20:09
C190 C169 34.592 21.461 13.131 00:21:23
C190 C170 16.352 3.736 12.616 00:13:35
C190 C171 29.608 24.003 5.605 00:18:54
C190 C172 23.669 3.736 19.933 00:17:18
C190 C173 28.481 25.552 2.929 00:18:42
C190 C174 18.559 18.559 0 00:12:07
C190 C175 15.612 15.612 0 00:10:37
C190 C176 10.186 10.186 0 00:07:09
C190 C177 14.848 11.661 3.187 00:10:38
C190 C178 38.511 21.461 17.05 00:22:55
C190 C179 14.491 14.491 0 00:09:40
C190 C180 45.956 25.62 20.336 00:26:40
C190 C181 43.828 25.62 18.208 00:27:36
C190 C182 31.266 25.62 5.646 00:19:56
C190 C183 10.876 5.415 5.461 00:08:22
C190 C184 44.849 25.62 19.229 00:28:24
C190 C185 36.476 24.576 11.9 00:22:48
C190 C186 33.035 24.576 8.459 00:25:44
C190 C187 40.277 25.62 14.657 00:25:01
C190 C188 29.092 3.736 25.356 00:19:06
C190 C189 29.204 15.548 13.656 00:18:58
C190 C190 0 0 0 00:00:00
C190 C191 5.097 5.097 0 00:04:26
C190 C192 15.522 15.522 0 00:10:23
C191 D0 31.198 25.049 6.149 00:18:34
C191 C1 8.346 8.346 0 00:05:39
C191 C2 31.306 11.6 19.706 00:18:07
C191 C3 21.624 21.054 0.57 00:13:10
C191 C4 23.679 23.679 0 00:14:45
C191 C5 12.077 12.077 0 00:07:30
C191 C6 15.918 15.918 0 00:09:39
C191 C7 24.592 12.36 12.232 00:14:52
C191 C8 26.79 9.375 17.415 00:16:32
C191 C9 34.822 25.049 9.773 00:21:41
C191 C10 11.594 11.594 0 00:07:11
C191 C11 50.554 26.093 24.461 00:28:09
C191 C12 7.159 7.159 0 00:04:36
C191 C13 29.036 4.214 24.822 00:19:23
C191 C14 20.356 16.085 4.271 00:12:50
C191 C15 18.396 4.214 14.182 00:11:55
C191 C16 45.885 26.093 19.792 00:27:44
C191 C17 26.038 24.542 1.496 00:15:49
C191 C18 21.001 21.001 0 00:12:42
C191 C19 22.875 16.179 6.696 00:14:29
C191 C20 37.684 25.049 12.635 00:22:39
C191 C21 29.04 26.093 2.947 00:17:58
C191 C22 33.385 25.887 7.498 00:20:08
C191 C23 29.213 26 3.213 00:17:38
C191 C24 16.215 5.952 10.263 00:10:26
C191 C25 21.569 21.569 0 00:13:10
C191 C26 39.273 21.998 17.275 00:22:32
C191 C27 9.147 9.147 0 00:05:55
C191 C28 50.739 26.093 24.646 00:30:59
C191 C29 14.116 4.214 9.902 00:08:32
C191 C30 12.61 12.61 0 00:07:51
C191 C31 36.947 26.093 10.854 00:23:05
C191 C32 13.227 10.755 2.472 00:08:53
C191 C33 29.077 21.403 7.674 00:17:10
C191 C34 38.464 21.998 16.466 00:22:46
C191 C35 11.635 9.375 2.26 00:07:27
C191 C36 25.072 25.072 0 00:15:09
C191 C37 35.33 23.013 12.317 00:21:18
C191 C38 6.926 4.214 2.712 00:04:14
C191 C39 26.34 26.34 0 00:16:01
C191 C40 29.552 26.093 3.459 00:18:08
C191 C41 23.822 4.214 19.608 00:14:22
C191 C42 45.469 26.093 19.376 00:27:49
C191 C43 10.031 5.952 4.079 00:07:04
C191 C44 39.221 25.049 14.172 00:23:34
C191 C45 31.978 22.059 9.919 00:19:28
C191 C46 22.925 22.925 0 00:14:18
C191 C47 38.742 25.049 13.693 00:23:17
C191 C48 14.563 14.563 0 00:08:58
C191 C49 20.047 10.755 9.292 00:12:48
C191 C50 27.871 24.951 2.92 00:17:59
C191 C51 15.608 15.608 0 00:09:29
C191 C52 30.744 25.049 5.695 00:18:25
C191 C53 13.961 13.961 0 00:08:30
C191 C54 20.963 9.375 11.588 00:12:59
C191 C55 10.419 10.419 0 00:06:21
C191 C56 38.403 21.998 16.405 00:22:01
C191 C57 36.14 21.998 14.142 00:21:28
C191 C58 14.788 11.601 3.187 00:09:42
C191 C59 28.706 22.045 6.661 00:17:31
C191 C60 37.743 21.998 15.745 00:21:39
C191 C61 24.882 9.375 15.507 00:15:08
C191 C62 22.473 9.375 13.098 00:13:52
C191 C63 31.135 22.059 9.076 00:18:49
C191 C64 34.806 17.767 17.039 00:20:59
C191 C65 16.752 16.752 0 00:10:09
C191 C66 48.646 26.093 22.553 00:27:29
C191 C67 32.302 16.085 16.217 00:19:31
C191 C68 36.173 25.049 11.124 00:21:57
C191 C69 38.615 26.093 12.522 00:22:52
C191 C70 38.829 21.403 17.426 00:21:44
C191 C71 48.968 26.093 22.875 00:27:35
C191 C72 35.424 9.375 26.049 00:21:45
C191 C73 33.765 25.887 7.878 00:20:28
C191 C74 13.764 9.375 4.389 00:08:22
C191 C75 8.212 8.212 0 00:05:12
C191 C76 33.388 26.093 7.295 00:20:20
C191 C77 20.235 9.375 10.86 00:12:17
C191 C78 37.863 26.093 11.77 00:23:35
C191 C79 46.222 25.049 21.173 00:27:03
C191 C80 28.77 26.025 2.745 00:17:48
C191 C81 19.437 4.214 15.223 00:12:44
C191 C82 25.264 24.552 0.712 00:15:50
C191 C83 26.809 4.214 22.595 00:16:07
C191 C84 25.369 25.369 0 00:15:31
C191 C85 33.879 17.767 16.112 00:20:26
C191 C86 36.933 21.998 14.935 00:21:08
C191 C87 3.447 3.447 0 00:02:16
C191 C88 35.533 25.696 9.837 00:22:13
